file_name,initial_velocity_cgs,weber,bond,ohnesorge,parent_folder,number_of_harmonics,max_width,contact_time_ms,coef_restitution,north_pole_min_height,north_pole_exp_min_height,max_contact_radius,spread_time_ms,spread_time_width_ms
simulation 20241021T143243.mat,-10.2563609162638,0.1,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.09343103838644,1.93858077888111,0.753320439210057,1.56549359435059,1.56549359435059,0.502284933599903,0.722401226415886,0.903885384438798
simulation 20241021T143249-5.mat,-1.02563609162638,0.001,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.0063783996477,NaN,NaN,1.93495687635228,1.93495687635228,0.176707060221713,0.645800770107514,1.70524400428023
simulation 20241021T143249.mat,-1.02563609162638,0.001,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01093326476942,3.51655017883358,0.696788493935952,1.90639771570551,1.91276330225191,0.175383622905452,0.70001032380267,1.68167463310842
simulation 20241021T143250.mat,NaN,5,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143301.mat,-1.02563609162638,0.001,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01134247089692,3.43877125396661,0.864420362457125,1.90398682143653,1.91251423922986,0.175225641120241,0.708259603712802,1.7453119352723
simulation 20241021T143304.mat,-3.24334610001251,0.01,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.02031590671248,2.65037578826968,0.489280032925224,1.85155372763383,1.8640101557042,0.26722695535702,0.583341936502226,1.22560730093396
simulation 20241021T143313-7.mat,-1.77645382077326,0.003,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.01219220923091,3.23348919395357,0.354633900374749,1.89669117665734,1.89718842929447,0.187461444096543,0.576689272130425,1.45053720850259
simulation 20241021T143313.mat,-1.02563609162638,0.001,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01154984528827,3.41991575702917,0.919283449181334,1.90316649639418,1.91228770190152,0.175305843717842,2.63976957124237,1.76888130644411
simulation 20241021T143315.mat,-9.73003830003752,0.09,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.0880958108586,1.96686402428728,0.759658341106614,1.58379225766542,1.58379225766542,0.437009557290814,0.427784086768302,0.908599258673159
simulation 20241021T143322.mat,-9.73003830003752,0.09,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.09707161985697,1.9397592474397,0.86418303527847,1.55061964792721,1.55061964792721,0.498772544020058,0.789573934255535,0.939239441196508
simulation 20241021T143325.mat,-22.9339202105379,0.5,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.2157573094793,1.56618471436657,0.73453904492719,1.09081340752039,1.31516687205071,0.686084715106625,0.392430030010592,0.622231398935707
simulation 20241021T143327.mat,NaN,5,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143330.mat,-9.73003830003752,0.09,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.10148479015816,1.9279745618538,0.908362313097979,1.53800832267025,1.54119479336874,0.507718008955991,1.18318243282471,0.954559532458182
simulation 20241021T143331.mat,-22.9339202105379,0.5,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.22220224873236,1.55557849733925,0.810833728626884,1.03048399926808,1.30793238236932,0.687483777863277,0.384180750100459,0.621052930377117
simulation 20241021T143337.mat,-3.07690827487914,0.009,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01289113632778,NaN,NaN,1.88645987126234,1.88906515709618,0.26856516339218,0.672905546955092,1.24092739219563
simulation 20241021T143338.mat,-7.2523423541868,0.05,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.02756521078011,2.24144719843883,0.204903786979562,1.8067844987269,1.8067844987269,0.359128132158148,0.419534806858169,0.929811692727785
simulation 20241021T143346.mat,-7.2523423541868,0.05,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.04502929324546,2.14599124519301,0.48967745963964,1.73899809968374,1.75814171799334,0.357480248392872,0.38653768721764,0.98166430930576
simulation 20241021T143354.mat,-7.2523423541868,0.05,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.06344969429947,2.11652953122826,0.787229232720112,1.67111693143959,1.77539300298809,0.426116504609618,0.73772131767756,0.991092057774483
simulation 20241021T143358.mat,-1.77645382077326,0.003,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.01454299955573,2.97536408306554,0.805151366720825,1.88252993406106,1.88816057169114,0.23052206908575,1.05978195933714,1.38967844252086
simulation 20241021T143402.mat,-7.2523423541868,0.05,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.07003937530171,2.09296016005645,0.881447218308983,1.65061028919141,1.77453706976604,0.428025631847333,1.32577712841414,0.994627463450254
simulation 20241021T143405-3.mat,NaN,5,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143405.mat,-3.07690827487914,0.009,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01939738680934,2.69397912493752,0.484414658803506,1.85628856096408,1.86494159923431,0.266880226567606,0.63048067884584,1.24446279787141
simulation 20241021T143410.mat,-7.2523423541868,0.05,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.07301613054575,2.07999700591195,0.917787259810564,1.64291548588798,1.7668686157351,0.429621177424833,1.35995271661326,0.995805932008844
simulation 20241021T143414.mat,-3.07690827487914,0.009,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.02461066070424,2.60795092016043,0.816908733161249,1.83262639464426,1.83262639464426,0.265041076971865,0.642265364431743,1.15489918741854
simulation 20241021T143418.mat,-2.29339202105379,0.005,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01026969790623,NaN,NaN,1.90529280487875,1.90669751285851,0.177636474692008,0.263976957124243,1.3670235279648
simulation 20241021T143423.mat,-3.07690827487914,0.009,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.0263167178863,2.61973560574633,0.900608787802425,1.8278417940123,1.8278417940123,0.264565506745647,0.646979238666104,1.11247431930929
simulation 20241021T143432.mat,-3.07690827487914,0.009,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.02707235589589,2.63623416556659,0.929138432466911,1.82628904906506,1.82628904906506,0.264417548907951,0.648157707224695,1.10186810228197
simulation 20241021T143440.mat,-1.77645382077326,0.003,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.01502972289811,2.94178683286873,0.910898378751771,1.8798269050669,1.88631183116245,0.230242704385699,1.8186278137852,1.19576982263425
simulation 20241021T143441.mat,NaN,7,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143445.mat,NaN,5,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143446.mat,-2.29339202105379,0.005,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01499145427317,2.98506085890933,0.440409148678307,1.87887385473715,1.88157294661172,0.265223963933831,1.02173224029783,1.3670235279648
simulation 20241021T143450.mat,NaN,7,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143456.mat,-2.29339202105379,0.005,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01829415663821,2.80946904367937,0.812276334895332,1.86213395053633,1.86781884521962,0.263973789606797,0.938060972637918,1.29867235156656
simulation 20241021T143500.mat,NaN,7,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143506.mat,-2.29339202105379,0.005,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.0189963249341,2.78943507818334,0.908188031883441,1.85900026093916,1.86825139131985,0.263552793325052,0.934525566962147,1.21500108390665
simulation 20241021T143510.mat,NaN,7,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143515.mat,-2.29339202105379,0.005,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01933739208978,2.78825660962475,0.943294266875195,1.85804690484447,1.86809053215772,0.263497829416964,1.77359518067847,1.20085946120356
simulation 20241021T143520.mat,NaN,7,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143522.mat,-1.77645382077326,0.003,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.01529787887453,2.92877564841746,0.95027579725905,1.87900859017675,1.88476111464476,0.230221324969623,1.83457700762869,1.17604318814362
simulation 20241021T143525.mat,NaN,3,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143526.mat,NaN,5,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143531.mat,-27.1357803409565,0.7,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.09518806015132,1.56972012004234,0.145690442015608,1.56635765778608,1.64779207575815,0.61831694478418,0.300509482440545,0.550344816861697
simulation 20241021T143535.mat,NaN,3,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143537.mat,-27.1357803409565,0.7,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.15780666286651,1.53083065760886,0.303920788542984,1.40196795087029,1.40885136432014,0.68351082999408,0.434854898119844,0.584520405060816
simulation 20241021T143543.mat,-27.1357803409565,0.7,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.22525351461059,1.52493831481591,0.548376405211861,1.13468804336509,1.53314098954179,0.711709396441558,0.292260202530412,0.575092656592094
simulation 20241021T143545.mat,NaN,3,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143549.mat,-27.1357803409565,0.7,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.24434170684544,1.51315362923,0.688756528191802,0.974955330366003,1.28916446123846,0.715722029188783,0.279297048385918,0.568021845240552
simulation 20241021T143556-7.mat,NaN,3,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143556.mat,-27.1357803409565,0.7,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.25108572104979,1.50254741220269,0.771279840639257,0.893765210043158,1.25624461308416,0.716664842545475,0.275761642710147,0.568021845240552
simulation 20241021T143602.mat,-8.58108719634432,0.07,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.03264838381807,2.13184962248993,0.207759715870571,1.78305589606928,1.78444078173529,0.361329749156858,0.3181865108194,0.887386824618533
simulation 20241021T143604.mat,-32.4334610001251,1,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.10955317306589,1.49418763375846,0.131967709087092,1.52889903571795,1.60279416868315,0.633816234718758,0.254767385868389,0.499881312305194
simulation 20241021T143607.mat,NaN,3,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143610.mat,-8.58108719634432,0.07,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.0538157441879,2.05642763474015,0.475313019321105,1.70549292151642,1.75115390957146,0.434648941028723,0.585698873619407,0.927454755610605
simulation 20241021T143617.mat,-8.58108719634432,0.07,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.07720797993163,2.02225204654103,0.77230172802692,1.62419901966029,1.75368463268469,0.432069931502698,0.531489319924251,0.939239441196508
simulation 20241021T143618.mat,-17.7645382077326,0.3,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.06557033110521,1.74649040383089,0.177865409485617,1.65890628075378,1.65890628075378,0.530258873271339,0.354719036135701,0.66701320416214
simulation 20241021T143621.mat,-22.9339202105379,0.5,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.0822342554121,1.62513890952604,0.159612568187957,1.60559806724251,1.70101263741462,0.547635721297502,0.261063120280294,0.593058181601376
simulation 20241021T143625-2.mat,-8.58108719634432,0.07,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.08504502090625,1.99868267536922,0.873354210337155,1.59787158542876,1.73465693269493,0.431210815786381,0.5255969771313,0.953381063899592
simulation 20241021T143625.mat,-17.7645382077326,0.3,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.11054467517168,1.70524400428023,0.375964496953179,1.52531167158934,1.5619472683057,0.536395015235772,0.276940111268737,0.711795009388573
simulation 20241021T143627.mat,-32.4334610001251,1,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.17863363880502,1.45851180542434,0.273732562024052,1.35005845059749,1.40291564940333,0.704238507778064,0.349623117674413,0.530520553109794
simulation 20241021T143632.mat,-17.7645382077326,0.3,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.16142694061289,1.67813922743265,0.654914987433366,1.33876900954021,1.59721534109067,0.604889637362612,0.394786967127772,0.722401226415886
simulation 20241021T143633.mat,-8.58108719634432,0.07,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.08852690055178,1.9892549269005,0.912786144810744,1.58765175735102,1.62810883563509,0.430821658275904,0.524418508572709,0.959273406692544
simulation 20241021T143639.mat,-17.7645382077326,0.3,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.17400133309368,1.65692679337802,0.790701844122211,1.25078414754747,1.46118131803755,0.605644281742426,0.381823812983278,0.728293569208838
simulation 20241021T143640.mat,-2.71357803409565,0.007,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01173885118168,NaN,NaN,1.8941485585508,1.89652322786929,0.177847305079528,0.214481277663448,1.32224172273837
simulation 20241021T143646-1.mat,-22.9339202105379,0.5,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.13671399643471,1.58610535617224,0.331821354465807,1.456308060918,1.58726200881073,0.624159742865675,0.34500624577235,0.623277706778516
simulation 20241021T143646.mat,-17.7645382077326,0.3,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.17761880317062,1.64396363923353,0.857191967188732,1.21191995220597,1.44007351522298,0.605682096206688,0.378288407307508,0.696474918126899
simulation 20241021T143650.mat,-32.4334610001251,1,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.25489247435761,1.46816526485592,0.506054541106639,1.03941293783229,1.57775247163685,0.737063442459919,0.245533642064263,0.526743112462652
simulation 20241021T143653.mat,-5.61764023175203,0.03,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.02177060204701,2.44767919619214,0.188077868596516,1.83620781544043,1.83620781544043,0.272341924915825,0.261620020007063,1.0618001712899
simulation 20241021T143701.mat,-5.61764023175203,0.03,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.03454647862399,2.28622900366526,0.503482209078527,1.78390368302455,1.78390368302455,0.352600667752247,0.598662027763901,1.05237242282118
simulation 20241021T143707.mat,-2.71357803409565,0.007,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01737864697715,2.80711210656219,0.469845632748497,1.86667759380352,1.8687976109419,0.266142367117907,0.761290688849367,1.29513694589079
simulation 20241021T143709.mat,-5.61764023175203,0.03,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.04755701616867,2.25323188402473,0.802620853123118,1.73372390964328,1.77097144174618,0.349766909493529,0.580984999385046,1.03233845732514
simulation 20241021T143710.mat,-22.9339202105379,0.5,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.1984810610551,1.57771104362304,0.597789533988206,1.21555475796188,1.5956606833813,0.657447788295469,0.373966624067109,0.633350881837562
simulation 20241021T143715.mat,-32.4334610001251,1,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.2767625060619,1.45977095230672,0.648030079707535,0.84294650470257,1.17589586736072,0.750848306494227,0.323181033144415,0.512053065501542
simulation 20241021T143717.mat,-2.71357803409565,0.007,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.0216943132024,2.68572984502739,0.816369342554803,1.84651813022787,1.86649723926574,0.264440292254323,0.756576814615006,1.20675180399651
simulation 20241021T143718.mat,-5.61764023175203,0.03,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.05193905438968,2.2449826041146,0.886623241136848,1.72100926052489,1.76760540130886,0.348948197486468,0.580984999385046,1.02291070885642
simulation 20241021T143726-6.mat,-2.71357803409565,0.007,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.02297384103803,2.68690831358598,0.90494676763911,1.84305810907663,1.86577231020434,0.263961441559056,0.760112220290777,1.15372071885995
simulation 20241021T143726.mat,-5.61764023175203,0.03,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.05381517735477,2.2331979185287,0.915849380450793,1.71638097588671,1.76655183039808,0.348671377589888,0.580984999385046,1.01937530318065
simulation 20241021T143735-9-5.mat,-1.77645382077326,0.003,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.00855936874408,NaN,NaN,1.91829934347002,1.91838172440921,0.177322396092787,0.358254441811472,1.4518732641833
simulation 20241021T143735-9.mat,-22.9339202105379,0.5,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.21495830901364,1.56176184977955,0.742322194285668,1.08506224966481,1.33516766909508,0.660982743448299,0.353820273949016,0.624117138033437
simulation 20241021T143735.mat,-2.71357803409565,0.007,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.02354838939864,2.69751453061329,0.935920753290459,1.84196745644567,1.84213779712743,0.263831527386219,0.760112220290777,1.14429297039123
simulation 20241021T143739.mat,-32.4334610001251,1,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.2849270514171,1.44885834599275,0.737363609479801,0.738210001394644,1.14368525116781,0.754599549169703,0.313107858085369,0.506596762344558
simulation 20241021T143744.mat,NaN,5,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143754.mat,NaN,5,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,-Inf,NaN,NaN,Inf,Inf,-Inf,NaN,NaN
simulation 20241021T143800.mat,-22.9339202105379,0.5,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.22143445654257,1.55042952783812,0.822226350605716,1.02208242125314,1.31022268720791,0.661826548181055,0.348363970792032,0.627055147425659
simulation 20241021T143802.mat,-1.77645382077326,0.003,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.01239282675463,3.30206890117013,0.33175491909264,1.89562046079935,1.89737212125642,0.176651575882595,0.38535921865905,1.44362398427317
